playerRanking,games_played,gamesStarted,minutes,points,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,turnovers,blocks,blocksAgainst,personal_fouls,foulsDrawn,pir,player.code,player_name,player.age,player.imageUrl,team,player.team.tvCodes,team_name,player.team.imageUrl
466,275.0,152.0,16.57321212121212,8.0,3.0,5.1,58.1%,0.3,0.9,37.6%,1.1,1.3,83.7%,1.4,2.6,4.0,0.5,0.3,0.8,0.7,0.2,1.7,1.5,9.3,LHK,"PLEISS, TIBOR",35,https://media-cdn.incrowdsports.com/34479264-00b5-47ff-bcea-6f3aed97303e.png,COL;BAM;BAS;BAR;GAL;PAM;IST;PAN,COL;BRO;LBO;FCB;GSO;VBC;EFS;PAO,RheinStars Koln;Bamberger Basketball GmbH;Baskonia Vitoria-Gasteiz;FC Barcelona;Galatasaray Spor Kulubu;Valencia Basket;Anadolu Efes Istanbul;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/91efbe6b-1e42-4e7c-9792-e2f35da38055.png;https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
467,47.0,44.0,28.6968085106383,10.9,2.7,6.2,43.8%,0.9,3.8,23.5%,2.7,3.9,69.6%,1.6,2.6,4.2,1.3,2.8,2.1,0.1,0.5,3.1,3.3,9.3,BSF,"HOUSE, FRED",28,https://media-cdn.incrowdsports.com/8b5081c1-000e-4869-9ae1-37cfaad52409.png,PAR;LIE;BAS,PAR;LIE;BKN,Partizan Mozzart Bet Belgrade;Rytas Vilnius;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
468,44.0,27.0,18.04090909090909,9.0,3.5,6.2,56.7%,0.2,0.6,26.9%,1.4,2.2,66.3%,1.4,3.2,4.6,0.5,0.3,1.0,0.3,0.4,2.0,1.8,9.3,LOO,"FREELAND, JOEL",29,,MAL;CSK,UNI;CSK,Unicaja Malaga;CSKA Moscow,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
469,122.0,106.0,31.226912568306012,11.8,2.3,5.4,43.1%,1.8,5.5,32.9%,1.6,2.4,66.6%,0.3,1.8,2.2,3.1,1.1,1.7,0.0,0.4,1.7,2.5,9.3,AQO,"HOLDEN, JR",34,,AEK;CSK,AEK;CSK,AEK Athens;CSKA Moscow,https://media-cdn.incrowdsports.com/b51b0af8-ac03-4093-8858-9b4d71830fe7.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
470,35.0,9.0,19.65714285714286,7.8,1.6,3.0,51.9%,0.6,2.0,31.9%,2.7,3.3,83.5%,0.4,1.3,1.7,4.7,1.0,2.8,0.0,0.3,2.7,3.1,9.3,BCU,"POZZECCO, GIANMARCO",51,,FOR;MIL;ASV,FOR;AXM;ASV,Fortitudo Pallacanestro Bologna 103;EA7 Emporio Armani Milan;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
471,39.0,33.0,20.451282051282053,6.6,2.5,4.7,54.4%,0.0,0.0,0%,1.5,2.9,51.8%,1.7,3.5,5.2,0.8,0.6,1.3,1.3,0.4,2.6,2.7,9.4,ADX,"ZUKAUSKAS, EURELIJUS",35,,FOR;ULK;OLY;ZAL,FOR;ULK;OLY;ZAL,Fortitudo Pallacanestro Bologna 103;Fenerbahce Beko Istanbul;Olympiacos Piraeus;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0a746cc0-eb26-481a-bab5-457cfc51eae5.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
472,65.0,46.0,28.20692307692308,12.1,2.6,5.6,46.7%,1.8,5.4,33.4%,1.4,2.1,68.1%,0.3,1.8,2.1,2.4,1.6,2.1,0.1,0.4,1.6,2.4,9.4,000541,"LOGAN, DAVID",33,,SOP;BAS;PAN;TEL;SAS,PRO;CLA;PAO;MAC;DSS,Arka Gdynia;Baskonia Vitoria-Gasteiz;Panathinaikos AKTOR Athens;Maccabi Playtika Tel Aviv;Polisportiva Dinamo,https://media-cdn.incrowdsports.com/210fa2fa-3529-400d-8d3f-9174a22ad1a8.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png
473,39.0,25.0,26.288888888888888,9.3,2.7,4.9,55%,0.9,3.2,29.3%,1.2,1.8,65.2%,0.9,2.0,2.9,2.2,1.8,1.7,0.2,0.4,2.4,2.6,9.4,000753,"JAABER, IBRAHIM",28,,ROM;MIL;ZAL,ROM;MIL;ZAL,Pallacanestro Virtus Roma;EA7 Emporio Armani Milan;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/e5836b62-9939-4063-b5e5-cc2f5804c142.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
474,168.0,31.0,17.35109126984127,7.0,3.0,4.7,63.6%,0.0,0.0,0%,0.9,1.7,55.4%,1.5,2.6,4.1,0.4,0.5,0.8,1.1,0.2,1.6,1.5,9.4,004119,"TYUS, ALEX",34,https://media-cdn.incrowdsports.com/3bbdc2a0-64b7-425f-a940-af651d08f39f.png,CTU;IST;GAL;TEL;MAD;ASV,CTU;EFS;GSO;MTA;RMB;ASV,Pallacanestro Cantu;Anadolu Efes Istanbul;Galatasaray Spor Kulubu;Maccabi Playtika Tel Aviv;Real Madrid;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/17abff29-6978-4f75-9bbe-2e6171bb856f.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
475,38.0,25.0,23.26184210526316,8.1,1.6,3.5,46.6%,0.7,2.2,29.4%,2.8,3.4,83.7%,0.4,1.7,2.2,2.8,1.4,2.1,0.1,0.5,2.5,4.1,9.4,BOV,"POPOVIC, BOJAN",26,,DYN;MAL;IST;LIE,DYN;UNI;EFS;LIE,Dynamo Moscow;Unicaja Malaga;Anadolu Efes Istanbul;Rytas Vilnius,https://media-cdn.incrowdsports.com/22ab0314-9deb-407c-97aa-4032f4017564.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/894a55c9-4a15-40b0-a1b0-b0aec2ce3592.png
476,92.0,70.0,19.291304347826088,6.8,2.5,4.1,59.6%,0.3,0.9,28.6%,1.1,1.5,71.7%,1.8,2.8,4.6,1.3,0.7,1.0,0.5,0.4,2.3,1.9,9.4,004251,"THOMAS, MALCOLM",32,https://media-cdn.incrowdsports.com/d67426dd-0c9c-4738-8b06-8566c28bd8bd.png,TEL;KHI;ULK;MUN,MAC;KHI;FNB;BAY,Maccabi Playtika Tel Aviv;BC Khimki;Fenerbahce Beko Istanbul;FC Bayern Munich,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
477,284.0,210.0,25.106748826291078,8.5,2.2,4.1,53.8%,0.9,2.4,35.4%,1.4,1.9,74.1%,0.8,2.6,3.4,2.2,0.8,1.6,0.2,0.3,2.2,2.4,9.4,004866,"KALINIC, NIKOLA",33,https://media-cdn.incrowdsports.com/3aba038c-6bc8-48fa-b79b-77c42bb3f341.png,ULK;PAM;BAR;RED,FNB;VBC;BAR;CZV,Fenerbahce Beko Istanbul;Valencia Basket;FC Barcelona;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
478,205.0,149.0,23.818373983739836,7.7,1.3,2.9,44.7%,1.1,2.8,40.2%,1.7,2.2,77%,1.0,3.2,4.3,0.8,1.0,1.0,0.6,0.2,2.6,2.6,9.4,006614,"SINGLETON, CHRIS",33,https://media-cdn.incrowdsports.com/02dfdeac-8cf8-4698-b707-419a7a4c66b4.png,TIV;PAN;BAR;IST,LOK;PAO;FCB;EFS,Lokomotiv Kuban;Panathinaikos AKTOR Athens;FC Barcelona;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
479,42.0,30.0,25.200793650793653,11.0,2.8,5.8,49.2%,1.3,3.1,40.5%,1.5,2.2,68.1%,1.3,3.3,4.6,1.0,0.7,1.5,0.2,0.2,3.2,2.2,9.4,AWE,"PRASKEVICIUS, VIRGINIJUS",30,,OOS;ULK,OOS;ULK,Basketball Club Oostende;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/b54070c4-f3f6-491b-a77d-a8cb062944de.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
480,62.0,39.0,18.750806451612902,7.2,2.9,5.0,57.6%,0.0,0.0,0%,1.5,2.5,60.1%,1.3,2.8,4.1,1.4,0.7,1.7,0.4,0.2,2.4,3.1,9.5,APP,"PAPADOPOULOS, LAZAROS",31,,PAN;DYN;MAD;OLY,PAO;DYN;RMD;OLY,Panathinaikos AKTOR Athens;Dynamo Moscow;Real Madrid;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/22ab0314-9deb-407c-97aa-4032f4017564.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
481,28.0,18.0,24.304166666666667,10.7,1.8,4.6,38%,1.6,4.1,38.6%,2.5,3.1,80.2%,0.4,2.3,2.8,1.5,0.8,1.1,0.1,0.2,2.3,3.1,9.5,BRB,"VUJACIC, SASHA",30,,IST;BAS,EFS;LBO,Anadolu Efes Istanbul;Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
482,279.0,77.0,20.160931899641575,8.7,1.6,3.2,50.7%,1.4,3.8,37.4%,1.1,1.3,83.6%,0.2,1.6,1.8,4.6,0.8,1.9,0.1,0.2,1.9,1.9,9.5,CVM,"RODRIGUEZ, SERGIO",37,https://media-cdn.incrowdsports.com/d605b7e7-d619-4620-93b1-5979b22592bc.png,EST;CSK;MIL;MAD,EST;CSK;AXM;RMD,Club Baloncesto Estudiantes;CSKA Moscow;EA7 Emporio Armani Milan;Real Madrid,https://media-cdn.incrowdsports.com/3bc65205-b393-457a-a4d6-af993c60ee70.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
483,157.0,126.0,23.60859872611465,9.5,1.6,3.7,44.6%,1.7,4.4,39.2%,1.1,1.3,80.4%,0.3,1.5,1.9,4.5,0.6,2.0,0.0,0.4,2.3,2.6,9.5,006433,"PANGOS, KEVIN",30,https://media-cdn.incrowdsports.com/6a15f535-77ed-4b38-b9ff-f6740de9b9f6.png,ZAL;BAR;DYR;CSK;PAM;MIL,ZAL;FCB;ZEN;CSK;VBC;EA7,Zalgiris Kaunas;FC Barcelona;Zenit St Petersburg;CSKA Moscow;Valencia Basket;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
484,239.0,61.0,20.52594142259414,8.1,0.9,1.8,47.7%,1.7,4.7,37%,1.2,1.4,83.8%,0.5,2.0,2.5,2.3,0.9,0.9,0.2,0.1,1.4,1.9,9.5,BMT,"FERNANDEZ, RUDY",38,https://media-cdn.incrowdsports.com/81ff9d74-1784-441e-addd-b9198bfdab15.png,JOV;MAD,CJB;RMD,Club Joventut Badalona;Real Madrid,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png;https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png
485,43.0,12.0,16.999612403100777,8.0,3.2,5.7,55.3%,0.0,0.0,0%,1.6,2.8,58.8%,2.2,2.9,5.0,0.4,0.5,1.3,0.3,0.4,1.7,2.4,9.5,001236,"GOLUBOVIC, VLADIMIR",29,,LJU;BAS;MAL;STR,LJU;CLA;UNI;SIG,KK Cedevita Olimpija;Baskonia Vitoria-Gasteiz;Unicaja Malaga;Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png
486,66.0,38.0,20.42676767676768,7.3,2.6,5.0,51.8%,0.0,0.1,25%,2.0,2.8,72.4%,1.8,3.0,4.8,0.8,0.9,1.5,1.4,0.3,3.3,2.8,9.5,001287,"LASME, STEPHANE",36,https://media-cdn.incrowdsports.com/e46db085-c3c3-4620-a5fa-ff69913a758d.png,PAR;TEL;IST;PAN,PAR;MAC;EFS;PAO,Partizan Mozzart Bet Belgrade;Maccabi Playtika Tel Aviv;Anadolu Efes Istanbul;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
487,29.0,12.0,19.69712643678161,6.8,1.7,3.2,52.7%,0.6,2.4,26.1%,1.6,2.7,59.7%,0.9,2.9,3.9,2.3,1.4,1.2,0.3,0.1,2.4,2.8,9.5,001920,"PERKINS, DORON",39,,CTU;OLY;BAS;TEL,CTU;OLY;LBO;MTA,Pallacanestro Cantu;Olympiacos Piraeus;Baskonia Vitoria-Gasteiz;Maccabi Playtika Tel Aviv,https://media-cdn.incrowdsports.com/17abff29-6978-4f75-9bbe-2e6171bb856f.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
488,56.0,33.0,25.134821428571428,8.5,2.1,4.3,48.8%,0.7,2.0,33.9%,2.2,2.8,80.8%,1.2,3.3,4.4,1.6,1.2,1.8,0.4,0.4,3.4,3.1,9.5,AJI,"TIMINSKAS, MINDAUGAS",30,,BAS;ZAL,BKN;ZAL,Baskonia Vitoria-Gasteiz;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
489,239.0,93.0,20.893444909344492,9.5,1.8,3.2,57.3%,1.3,3.5,37.5%,1.9,2.2,86%,0.4,1.9,2.3,2.5,0.8,1.7,0.1,0.2,2.4,2.4,9.5,004004,"GUDURIC, MARKO",29,https://media-cdn.incrowdsports.com/b3bbf0b0-eb5a-4986-8231-a1433ff07508.png,RED;ULK,CZV;FNB,Crvena Zvezda Meridianbet Belgrade;Fenerbahce Beko Istanbul,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
490,25.0,18.0,26.672666666666668,10.1,2.4,4.6,51.3%,1.2,3.2,37%,1.8,2.1,86.5%,0.5,1.6,2.2,2.3,1.2,1.9,0.0,0.5,1.7,2.4,9.5,001202,"FINLEY, MORRIS",29,,SIE;MIL,MPS;MIL,Montepaschi Siena;EA7 Emporio Armani Milan,https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png
491,36.0,33.0,29.36712962962963,10.0,2.1,5.1,41.1%,1.5,3.9,37.9%,1.4,1.8,75.8%,1.2,3.6,4.8,1.0,1.1,1.5,0.8,0.1,2.8,2.1,9.5,LGS,"SESAY, ANSU",32,,NAP;MIL;BER,NAP;MIL;BER,Napoli Basket;EA7 Emporio Armani Milan;ALBA Berlin,https://media-cdn.incrowdsports.com/b4a949f1-f001-4da0-8ac3-69467a14791b.png;https://media-cdn.incrowdsports.com/8154f184-c61a-4e7f-b14d-9d802e35cb95.png;https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
492,46.0,35.0,21.432246376811595,9.3,2.3,4.8,48.9%,0.9,2.5,37.4%,1.8,2.0,90.1%,1.0,2.9,3.9,1.0,1.1,1.2,0.2,0.3,2.0,1.9,9.6,001832,"DOELLMAN, JUSTIN",32,https://media-cdn.cortextech.io/692d07ca-75bf-430b-8b56-dc47e6c0ad69.png,ORL;BAR;IST,ORL;FCB;EFS,Orleans Loiret Basket;FC Barcelona;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/5aa68897-979f-4c9b-b620-cb69f227b992.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
493,126.0,69.0,21.72936507936508,7.0,1.8,3.2,55.4%,0.8,2.0,37.6%,1.2,1.4,83.8%,1.1,2.6,3.7,1.6,0.5,0.9,0.3,0.2,1.2,1.8,9.7,010560,"PIERRE, DYSHAWN",31,https://media-cdn.incrowdsports.com/7f04a6d9-d458-47c5-a453-b089904b8992.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
494,215.0,136.0,22.9246511627907,8.3,2.0,3.8,53.5%,1.2,3.3,35.9%,0.8,1.0,73.3%,1.2,3.9,5.1,1.0,0.7,0.9,0.2,0.1,1.9,1.4,9.7,001833,"MOERMAN, ADRIEN",34,https://media-cdn.incrowdsports.com/f3077405-e32f-4acd-8a10-fdea2de62cee.png,ORL;NAN;LMG;DAR;BAR;IST;MCO,ORL;SLU;LIM;DDI;FCB;EFS;ASM,Orleans Loiret Basket;Stade Lorrain Universite Club Nancy Basket;Limoges Cercle Saint-Pierre;Darussafaka Basketbol;FC Barcelona;Anadolu Efes Istanbul;AS Monaco,https://media-cdn.incrowdsports.com/5aa68897-979f-4c9b-b620-cb69f227b992.png;https://media-cdn.incrowdsports.com/c14fdcc4-5076-49e3-85e9-32d2eaa2c67b.png;https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png;https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
495,123.0,77.0,24.13319783197832,9.6,1.5,3.5,41.3%,1.6,4.6,34.4%,1.9,2.2,86.1%,0.2,1.4,1.7,3.8,1.3,1.6,0.0,0.3,1.9,2.6,9.7,011225,"LEE, PARIS",29,https://media-cdn.incrowdsports.com/05e68cf9-0a9c-4f03-a465-b109bea28982.png,MCO;PAN;ASV,ASM;PAO;ASV,AS Monaco;Panathinaikos AKTOR Athens;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
496,84.0,37.0,21.68253968253968,9.7,1.3,2.7,47.2%,1.5,4.1,37.6%,2.5,2.9,86.1%,0.3,1.5,1.8,2.4,0.9,1.6,0.1,0.3,2.8,3.9,9.7,009866,"WALDEN, COREY",30,https://media-cdn.incrowdsports.com/0535f39e-246e-42b4-8196-509a33f8424a.png,RED;MUN,CZV;BAY,Crvena Zvezda Meridianbet Belgrade;FC Bayern Munich,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
497,53.0,28.0,24.651886792452828,11.2,2.0,4.0,49.1%,1.7,4.7,36.8%,2.1,2.5,83%,0.5,2.8,3.3,1.3,1.1,1.5,0.0,0.2,2.5,2.5,9.7,BDC,"BAZDARIC, MARINO",34,,LJU;CIB;CED,LJU;CIB;CED,KK Cedevita Olimpija;KK Cibona;KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png;https://media-cdn.incrowdsports.com/2bc7884a-4fe7-4362-9d4f-ba2ad8a0239d.png;https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png
498,75.0,51.0,18.574666666666666,7.3,2.9,4.9,59.3%,0.0,0.0,0%,1.5,2.5,59.3%,2.1,3.0,5.1,0.7,0.6,1.4,0.4,0.4,2.5,2.8,9.7,005154,"IVERSON, COLTON",30,https://media-cdn.incrowdsports.com/b4f65400-5599-4de7-b4ee-1355447b42a1.png,BAS;KSK;TEL;DYR,LBO;KSK;MTA;ZEN,Baskonia Vitoria-Gasteiz;Karsiyaka Spor Kulubu;Maccabi Playtika Tel Aviv;Zenit St Petersburg,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png
498,50.0,31.0,25.65533333333333,9.3,0.9,1.9,49.5%,1.6,4.5,35.3%,2.6,3.2,83.5%,0.2,1.3,1.5,2.5,1.0,1.4,0.0,0.1,2.6,3.7,9.7,BPB,"RANNIKKO, TEEMU",32,,PES;LJU,PES;UOL,Scavolini Pesaro;KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/4ea03b00-c6e0-455c-88a6-cf86640a8dd8.png;https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
500,85.0,68.0,25.58588235294118,9.4,2.2,4.6,49%,0.9,2.8,32.8%,2.2,2.9,75.8%,0.8,2.8,3.6,1.8,1.3,1.7,0.1,0.3,2.4,2.8,9.7,CCA,"THORNTON, BOOTSY",34,,BAR;IST;SIE,FCB;EFS;MPS,FC Barcelona;Anadolu Efes Istanbul;Montepaschi Siena,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/1d94a55f-b8c7-459c-951e-8177f5f3eebe.png
501,181.0,111.0,22.185174953959486,9.3,2.4,4.6,52.6%,1.1,2.8,38%,1.3,1.6,85.8%,0.6,2.9,3.5,2.1,0.8,1.5,0.2,0.4,2.3,2.1,9.7,009846,"BRYANT, ELIJAH",29,https://media-cdn.incrowdsports.com/884c7881-bc0b-4b2c-b95f-3f1abf3a8fa7.png,TEL;IST,MTA;EFS,Maccabi Playtika Tel Aviv;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
